country	ccode	verified	year	month	day	source	mcgowan	csp	bs	banks	moreno	finer	janowitz	kennedy	ferguson	okane	thompson	luttwak	lunde	world_hand	combined	no_evidence	rebellion	no_overt	legal	no_exec	protest	autogolpe	assasination	invasion	unclear
"Bolivia"	145		1977	12	9	"New York Times. Dec 10, 1977"														1	1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1978	-9	-9	"unclear"			2	2					2	2					0	0	0	0	0	0	0	0	0	0	1
"Bolivia"	145		1978	-9	-9	"unclear"			2	2					2	2					0	0	0	0	0	0	0	0	0	0	1
"Bolivia"	145		1978	3	23	"none"														1	0	1	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1978	4	4	"none"														1	0	1	0	0	0	0	0	0	0	0	0
"Bolivia"	145	2	1978	7	21	"New York Times. July 22, 1978"					2										0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1978	8	6	"none"														2	0	1	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1978	10	30	"Washington Pos. Nov 3, 1978"														1	0	0	0	0	1	0	0	0	0	0	0
"Bolivia"	145	2	1978	11	24	"New York Times. Nov 25, 1978"		2			2									2	0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1979	-9	-9	"New York Times. Nov 2, 1979"			2	2					2						1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1979	1	9	"none"														1	0	1	0	0	0	0	0	0	0	0	0
"Bolivia"	145	1	1979	10	11	"New York Times. Oct 12, 1979."					1										0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145	2	1979	11	1	"New York Times. Nov 2, 1979"		2	2	2	2				2					2	0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1979	11	2	"New York Times. Nov 2, 1979"														2	1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1980	-9	-9	"New York Times. July 18, 1980"			2	2					2	2					1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1980	3	23	"New York Times. Mar 37, 1980."					1									1	0	1	0	0	0	0	0	0	0	0	0
"Bolivia"	145	2	1980	7	17	"New York Times. July 18, 1980"		2	2	2	2				2	2				2	0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1980	7	18	"New York Times. July 18, 1980"														2	1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1981	-9	-9	"unclear"									2						0	0	0	0	0	0	0	0	0	0	1
"Bolivia"	145	1	1981	5	15	"New York Times. May 26, 1981."					1										0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145	1	1981	5	25	"New York Times. May 26, 1981."					1										0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145	1	1981	6	27	"New York Times. June 28, 1981."		1												1	0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145	2	1981	8	3	"New York Times. Aug 5, 1981."					1									2	0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1981	8	5	"New York Times. Aug 5, 1981."														2	1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1982	7	17	"New York Times. July 20, 1982."					1									1	0	0	0	0	1	0	0	0	0	0	0
"Bolivia"	145		1984	-9	-9	"New York Times. July 1, 1984"									1						1	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145	1	1984	6	30	"New York Times. July 1, 1984"		1	1		1										0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	145		1985	-9	-9	"New York Times. various."									1						0	0	0	0	0	0	1	0	0	0	0
"Paraguay"	150		1950	-9	-9	"New York Times. Aug 1, 1950"								2						1	0	0	0	1	0	0	0	0	0	0	0
"Paraguay"	150		1950	7	31	"New York Times. Aug 1, 1950"														1	1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1954	-9	-9	"New York Times, May 6&7, 1954"			2	2					2	2					1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1954	5	-9	"New York Times, May 6&7, 1954"							2	2							1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1954	5	4	"New York Times, May 6&7, 1954"											2				1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150	2	1954	5	5	"New York Times, May 6&7, 1954"			2	2	2		2	2	2	2	2	2		2	0	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1954	5	7	"New York Times, May 6&7, 1954"														2	1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1955	1	26	"New York Times. Jan 26, 1955"														1	0	0	0	1	0	0	0	0	0	0	0
"Paraguay"	150	1	1955	12	21	"New York Times. Dec 22, 23, 1955"											1			1	0	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1958	11	1	"New York Times. Nov 1, 1958"														1	0	0	0	1	0	0	0	0	0	0	0
"Paraguay"	150		1959	6	1	"New York Times. June 1&2, 1959"					1										0	0	0	0	0	0	0	1	0	0	0
"Paraguay"	150		1959	6	25	"New York Times. Jun 25, 1959"														1	0	0	0	1	0	0	0	0	0	0	0
"Paraguay"	150		1959	12	-9	"New York Times. Dec 13, 1959"								1						1	0	0	1	0	0	0	0	0	0	0	0
"Paraguay"	150		1959	12	13	"New York Times. Dec 13, 1959"														1	1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1960	-9	-9	"New York Times. May 1, 1960"					1										1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1960	5	-9	"New York Times. May 1, 1960"					1			1							0	0	1	0	0	0	0	0	0	0	0
"Paraguay"	150		1975	8	-9	"none"							2								0	1	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1989	-9	-9	"New York Times. Feb 3&4, 1989"			2	2											1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150	2	1989	2	3	"New York Times. Feb 3&4, 1989"		2	2	2	2										0	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1996	-9	-9	"New York Times. April 25, 1996"			1												1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150		1996	4	22	"New York Times. April 25, 1996"		1	1		1										0	0	0	1	0	0	0	0	0	0	0
"Paraguay"	150		1999	-9	-9	"New York Times. March 29, 1999"			1												0	0	0	0	1	0	0	0	0	0	0
"Paraguay"	150		2000	-9	-9	"New York Times. May 20, 2000"			1												1	0	0	0	0	0	0	0	0	0	0
"Paraguay"	150	1	2000	5	18	"New York Times. May 20, 2000"		1	1		1										0	0	0	0	0	0	0	0	0	0	0
"Chile"	155		1969	10	22	"New York Times. various"														1	0	0	0	0	0	1	0	0	0	0	0
"Chile"	155		1970	3	26	"New York Times. Mar 26, 1970"														1	0	0	0	1	0	0	0	0	0	0	0
"Chile"	155		1970	10	22	"New York Times. Oct 24, 1970"					1										0	1	0	0	0	0	0	0	0	0	0
"Chile"	155		1973	-9	-9	"New York Times. June 29, 1973"			1	2		2			2	2					1	0	0	0	0	0	0	0	0	0	0
"Chile"	155		1973	-9	-9	"New York Times. June 29, 1973"			1	2		1			1	2					1	0	0	0	0	0	0	0	0	0	0
"Chile"	155		1973	6	27	"New York Times. June 29, 1973"		1													1	0	0	0	0	0	0	0	0	0	0
"Chile"	155	1	1973	6	29	"New York Times. June 29, 1973"		1	1	2	1	1			1	2				1	0	0	0	0	0	0	0	0	0	0	0
"Chile"	155		1973	9	-9	"New York Times. Sep 12, 1973"							2								1	0	0	0	0	0	0	0	0	0	0
"Chile"	155	2	1973	9	11	"New York Times. Sep 12, 1973"		2			2		2							2	0	0	0	0	0	0	0	0	0	0	0
"Chile"	155		1989	4	16	"none"					1										0	1	0	0	0	0	0	0	0	0	0
"Argentina"	160		1951	-9	-9	"New York Times. Sept 29, 1951"			1						1						1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1951	9	18	"none"											1				0	1	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1951	9	28	"New York Times. Sept 29, 1951"			1		1				1		1	1		1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1951	9	29	"New York Times. Sept 29, 1951"														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	-9	-9	"unclear"			1	2				2	2	2					0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1955	-9	-9	"unclear"			1	2				2	2	2					0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1955	-9	-9	"unclear"			1	2				2	1	2					0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160	1	1955	6	16	"New York Times June 17, 1955"											1	1		1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	6	17	"New York Times June 17, 1955"														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	9	-9	"New York Times. Sept 17, 1955"							2								1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	9	13	"New York Times. Sep 13, 1955"														1	0	0	0	1	0	0	0	0	0	0	0
"Argentina"	160	2	1955	9	16	"New York Times. Sept 17, 1955"					2		2				2	2		2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	9	17	"New York Times. Sept 17, 1955"														2	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	11	-9	"New York Times. Nov 14, 1955"							2								1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	2	1955	11	13	"New York Times. Nov 14, 1955"					2		2				2	2		2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1955	11	14	"New York Times. Nov 14, 1955"														2	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1956	6	9	"New York Times. June 10, 1956."											1			1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1956	6	10	"New York Times. June 10, 1956."														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1958	11	13	"New York Times. Nov 14, 1958"														1	0	0	0	0	1	0	0	0	0	0	0
"Argentina"	160		1959	6	20	"New York Times. June 22-23, 1959"											1			1	0	0	0	0	0	1	0	0	0	0	0
"Argentina"	160		1960	-9	-9	"unclear"			1						1						0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1960	3	12	"New York Times. Mar 14, 1960"														1	0	0	0	0	0	0	0	1	0	0	0
"Argentina"	160	1	1960	6	13	"New York Times. June 13-14, 1960"		1			1						1	1		1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1960	10	13	"New York Times. Oct 14, 1960"														1	0	0	0	1	0	0	0	0	0	0	0
"Argentina"	160	1	1960	11	30	"New York Times. Dec 1, 1960"					1						1			1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1960	12	1	"New York Times. Dec 1, 1960"														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1961	8	11	"New York Times. Aug 12, 1963"		1			1						1			1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1961	8	13	"New York Times. Aug 12, 1963"														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	-9	-9	"New York Times. March 27-29, 1962"			1	2		2			1						0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1962	-9	-9	"New York Times. March 27-29, 1962"			1	2		2			2						0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1962	3	-9	"New York Times. March 27-29, 1962"							2								1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	3	27	"New York Times. March 27-29, 1962"					2										1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	2	1962	3	28	"New York Times. March 27-29, 1962"		2		2	2	2	2		2		2	2		2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	3	29	"New York Times. March 27-29, 1962"		2													1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	3	30	"New York Times. March 27-29, 1962"														2	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	4	2	"New York Times. Apr 3, 1962"											1				0	0	0	0	0	0	0	1	0	0	0
"Argentina"	160		1962	5	-9	"none"								2							0	1	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	8	-9	"New York Times. Aug 9, 1962"								2							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1962	8	8	"New York Times. Aug 9, 1962"					1			1				1		2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	9	-9	"New York Times. Sept 19, 1962"								1							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	9	19	"New York Times. Sept 19, 1962"											2				1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1962	9	19	"New York Times. Sept 19, 1962"					1			1			1				0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1962	12	11	"New York Times. Dec 12, 1962."											1			1	0	0	0	1	0	0	0	0	0	0	0
"Argentina"	160		1962	12	13	"New York Times. Dec 12, 1962."														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1963	-9	-9	"unclear"			1						1						0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1963	3	-9	"none"								1							0	1	0	0	0	0	0	0	0	0	0
"Argentina"	160		1963	4	-9	"New York Times. April 2-3, 1963"								1							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1963	4	2	"New York Times. April 2-3, 1963"					1			1				1		1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1963	4	3	"New York Times. April 2-3, 1963"														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1966	-9	-9	"New York Times. June 28, 1966"			2	2		2			2	2		2			1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1966	6	-9	"New York Times. June 28, 1966"							2	2							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1966	6	27	"New York Times. June 28, 1966"											2				1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	2	1966	6	28	"New York Times. June 28, 1966"		2	2	2	2	2	2	2	2	2	2	2		2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1966	6	29	"New York Times. June 28, 1966"														2	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1970	-9	-9	"New York Times. June 10, 1970"			2	2											1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1970	6	-9	"New York Times. June 10, 1970"							2	2							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	2	1970	6	8	"New York Times. June 10, 1970"		2	2	2	2		2	2			2			2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1970	6	9	"New York Times. June 10, 1970"														2	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1971	-9	-9	"New York Times. March 23, 1971"			1	2		2			1						1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1971	-9	-9	"New York Times. March 23, 1971"			1	2		2			1						1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1971	-9	-9	"New York Times. March 23, 1971"			1	2		2			2						1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1971	3	-9	"New York Times. March 23, 1971"								2							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	2	1971	3	22	"New York Times. March 23, 1971"		2	2	2	2	2		2	2					2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1971	3	23	"New York Times. March 23, 1971"														2	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1971	5	-9	"New York Times. May 16, 1971"								1							0	0	0	1	0	0	0	0	0	0	0
"Argentina"	160		1971	10	-9	"New York Times. Oct 9, 1971"		1						1							1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1971	10	8	"New York Times. Oct 9, 1971"		1			1			1						1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1973	7	3	"New York Times. July 5, 1971"					1										0	0	1	0	0	0	0	0	0	0	0
"Argentina"	160		1974	-9	-9	"none"			1												0	0	1	0	0	0	0	0	0	0	0
"Argentina"	160		1975	-9	-9	"unclear"			1												0	0	0	0	0	0	0	0	0	0	1
"Argentina"	160		1975	8	20	"New York Times. Aug 21, 1975"					1										0	0	1	0	0	0	0	0	0	0	0
"Argentina"	160		1975	10	5	"New York Times. Oct 7, 1975"					1										0	0	1	0	0	0	0	0	0	0	0
"Argentina"	160	1	1975	12	18	"New York Times. Dec 19, 1975."					1										0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1975	12	22	"New York Times. March 24, 1976"														1	1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1975	12	23	"New York Times. Dec 23, 1975"					1									1	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1976	-9	-9	"New York Times. March 24, 1976"			2	2					2	2					1	0	0	0	0	0	0	0	0	0	0
"Argentina"	160	2	1976	3	24	"New York Times. March 24, 1976"		2	2	2	2				2	2				2	0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1979	9	29	"none"					1										0	1	0	0	0	0	0	0	0	0	0
"Argentina"	160		1986	-9	-9	"New York Times. Dec 3-5, 1988"			1												0	1	0	0	0	0	0	0	0	0	0
"Argentina"	160	1	1988	12	2	"New York Times. Dec 3-5, 1988"			1		1										0	0	0	0	0	0	0	0	0	0	0
"Argentina"	160		1990	12	3	"New York Times Dec 4, 1990"		1			1										0	0	0	0	0	1	0	0	0	0	0
"Uruguay"	165		1964	1	27	"New York Times. Jan 20, 1964"														1	0	0	0	1	0	0	0	0	0	0	0
"Uruguay"	165		1973	-9	-9	"New York Times Feb 10, 1973"						2	2		2						1	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165		1973	2	8	"New York Times Feb 10, 1973"														2	1	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165		1973	2	9	"New York Times Feb 10, 1973"														2	1	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165	2	1973	2	10	"New York Times Feb 10, 1973"					2	2	2		2					2	0	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165		1973	2	12	"New York Times Feb 10, 1973"														2	1	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165		1976	-9	-9	"New York Times. June 13, 1976"			2						2	2					1	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165	2	1976	6	12	"New York Times. June 13, 1976"			2		2				2	2				2	0	0	0	0	0	0	0	0	0	0	0
"Uruguay"	165		1976	6	13	"New York Times. June 13, 1976"														2	1	0	0	0	0	0	0	0	0	0	0
"France"	220		1958	-9	-9	"New York Times. May 15, 16, 1958"						2			2						0	0	0	0	0	1	0	0	0	0	0
"France"	220		1958	6	2	"New York Times. various"														2	0	0	0	0	1	0	0	0	0	0	0
"France"	220		1961	-9	-9	"New York Times. April 23, 1961"						1			1						0	0	0	0	0	1	0	0	0	0	0
"France"	220		1961	4	21	"New York Times. April 23, 1961"											1				0	0	0	0	0	1	0	0	0	0	0
"France"	220		1961	4	26	"New York Times. April 23, 1961"														1	1	0	0	0	0	0	0	0	0	0	0
"Spain"	230		1979	11	17	"none"		1													0	1	0	0	0	0	0	0	0	0	0
"Spain"	230		1981	-9	-9	"New York Times. Feb 25, 1981"			1												1	0	0	0	0	0	0	0	0	0	0
"Spain"	230	1	1981	2	23	"New York Times. Feb 25, 1981"		1	1											1	0	0	0	0	0	0	0	0	0	0	0
"Spain"	230		1982	-9	-9	"New York Times. Oct 4, 1982"			1												0	0	0	1	0	0	0	0	0	0	0
"Portugal"	235		1962	-9	-9	"New York Times. January 2, 1962"			1												1	0	0	0	0	0	0	0	0	0	0
"Portugal"	235	1	1962	1	1	"New York Times. January 2, 1962"			1								1			1	0	0	0	0	0	0	0	0	0	0	0
"Portugal"	235		1974	-9	-9	"New York Times. April 26, 1974"			1	2		2			2	2					1	0	0	0	0	0	0	0	0	0	0
"Portugal"	235		1974	-9	-9	"New York Times. April 26, 1974"			1	2		1			1	2					1	0	0	0	0	0	0	0	0	0	0
"Portugal"	235	2	1974	4	25	"New York Times. April 26, 1974"		2		2		2			2	2				2	0	0	0	0	0	0	0	0	0	0	0
"Portugal"	235		1974	9	28	"New York Times. Oct 1, 1974"		1	1			1			1					1	0	0	0	0	1	0	0	0	0	0	0
"Portugal"	235		1975	-9	-9	"New York Times. Nov 26, 1975"			1												1	0	0	0	0	0	0	0	0	0	0
"Portugal"	235		1975	-9	-9	"New York Times. Nov 26, 1975"			1												1	0	0	0	0	0	0	0	0	0	0
"Portugal"	235		1975	-9	-9	"unclear"			1												1	0	0	0	0	0	0	0	0	0	0
"Portugal"	235	1	1975	3	11	"New York Times. March 12, 1975"		1	1											1	0	0	0	0	0	0	0	0	0	0	0
"Portugal"	235		1975	8	1	"New York Times. Aug 1, 1975"														1	0	0	0	0	0	1	0	0	0	0	0
"Portugal"	235	1	1975	11	25	"New York Times. Nov 26, 1975"		1	1											1	0	0	0	0	0	0	0	0	0	0	0
"Germany, FR"	260		1953	1	16	"New York Times. Jan 16, 1953"														1	0	0	0	1	0	0	0	0	0	0	0
"Germany, DR"	265		1953	6	18	"New York Times. various"														1	0	0	0	0	0	0	1	0	0	0	0
"Poland"	290		1980	9	6	"New York Times. Sep 6, 1980"														2	0	0	0	1	0	0	0	0	0	0	0
"Poland"	290		1981	12	12	"New York Times. Dec 13, 1981"		2													0	0	0	0	0	0	0	1	0	0	0
"Hungary"	310		1956	-9	-9	"New York Times. Oct 23-30, 1956"				2											0	0	0	0	0	0	1	0	0	0	0
"Hungary"	310		1956	-9	-9	"New York Times. Oct 23-30, 1956"				2											0	0	0	0	0	0	1	0	0	0	0
"Hungary"	310		1956	11	5	"New York Times. various"														1	0	0	0	0	0	0	0	0	0	1	0
"Hungary"	310		1962	8	23	"New York Times. Aug 23, 1962"														1	0	0	0	1	0	0	0	0	0	0	0
"Albania"	339		1954	1	1	"none"														1	0	1	0	0	0	0	0	0	0	0	0
"Albania"	339		1957	3	26	"New York Times. Mar 26, 1957"														1	0	0	1	0	0	0	0	0	0	0	0
"Albania"	339		1998	9	13	"New York Times. Sept 14, 1998"		1													0	0	0	0	0	0	1	0	0	0	0
"Greece"	350		1967	-9	-9	"New York Times. Dec 13, 1967"			2	2		2			1	2		2			1	0	0	0	0	0	0	0	0	0	0
"Greece"	350		1967	-9	-9	"New York Times. April 23, 1967"			2	2		2			2	2		2			1	0	0	0	0	0	0	0	0	0	0
"Greece"	350	2	1967	4	21	"New York Times. April 23, 1967"		2	2	2		2			2	2	2	2		2	0	0	0	0	0	0	0	0	0	0	0
"Greece"	350	1	1967	12	13	"New York Times. Dec 13, 1967"		1							1		1			1	0	0	0	0	0	0	0	0	0	0	0
"Greece"	350		1967	12	14	"New York Times. Dec 13, 1967"														1	1	0	0	0	0	0	0	0	0	0	0
"Greece"	350		1973	-9	-9	"New York Times. Nov 26, 1973"			1			2			2	2					1	0	0	0	0	0	0	0	0	0	0
"Greece"	350		1973	5	22	"New York Times. May 26, 1973"														1	0	0	0	0	0	1	0	0	0	0	0
"Greece"	350	2	1973	11	25	"New York Times. Nov 26, 1973"		2	2			2			2	2				2	0	0	0	0	0	0	0	0	0	0	0
""	351		1975	2	13	"unsure"														2	0	0	0	0	0	0	0	0	0	0	1
"Cyprus"	352		1964	4	21	"New York Times. Apr 22, 1964"														2	0	0	0	0	1	0	0	0	0	0	0
"Cyprus"	352		1974	-9	-9	"New York Times. July 16, 1974"			2	2		2			1						1	0	0	0	0	0	0	0	0	0	0
"Cyprus"	352	2	1974	7	15	"New York Times. July 16, 1974"		2	2	2		2			1					2	0	0	0	0	0	0	0	0	0	0	0
"Cyprus"	352		1974	7	16	"New York Times. July 16, 1974"														2	1	0	0	0	0	0	0	0	0	0	0
"Bulgaria"	355		1950	2	27	"New York Times. Feb 28, 1950"														1	0	0	0	0	0	0	0	0	0	1	0
"Bulgaria"	355		1989	11	10	"New York Times. Nov 11, 1989"		2													0	0	0	0	0	0	1	0	0	0	0
"Romania"	360		1989	-9	-9	"New York Times. various"				2											0	0	0	0	0	0	1	0	0	0	0
"Armenia"	371		1995	7	29	"none"		1													0	1	0	0	0	0	0	0	0	0	0
"Armenia"	371		1999	10	-9	"New York Times. Oct 29, 1999"		1													0	0	0	0	0	0	0	0	1	0	0
"Georgia"	372		1991	-9	-9	"New York Times. Jan 7, 1992"				2											0	0	1	0	0	0	0	0	0	0	0
"Georgia"	372		1992	-9	-9	"New York Times. Jan 7, 1992"			1	2											0	0	1	0	0	0	0	0	0	0	0
"Georgia"	372		1999	-9	-9	"New York Times. various"			1												0	0	0	0	0	0	1	0	0	0	0
"Azerbaijan"	373		1993	-9	-9	"New York Times. June 14, 1993."			2	2											0	0	0	0	1	0	0	0	0	0	0
"Azerbaijan"	373	1	1994	10	4	"New York Times. Oct 5, 1994."		1													0	0	0	0	0	0	0	0	0	0	0
"Azerbaijan"	373		1995	-9	-9	"New York Times. March 17, 1995"			1												1	0	0	0	0	0	0	0	0	0	0
"Azerbaijan"	373	1	1995	3	13	"New York Times. March 17, 1995"		1	1												0	0	0	0	0	0	0	0	0	0	0
"Azerbaijan"	373		1995	7	-9	"none"		1													0	1	0	0	0	0	0	0	0	0	0
"Azerbaijan"	373		1996	10	-9	"none"		1													0	1	0	0	0	0	0	0	0	0	0
"Sao Tome and Principe"	403		1979	9	15	"none"														1	0	1	0	0	0	0	0	0	0	0	0
"Sao Tome and Principe"	403	1	1995	8	15	"New York Times. Aug 16, 1995; Agence Fr Presse. Aug 16, 23, 1995."	1														0	0	0	0	0	0	0	0	0	0	0
"Sao Tome and Principe"	403	2	2003	7	16	"New York Times. July 17, 23, 2003."	2														0	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1973	9	24	"New York Times. Sep 28, 1973. p. 3"														2	0	0	1	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1975	-9	-9	"none"			1												0	1	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1980	-9	-9	"New York Times. Nov 17, 1980"			2	2					2	2					1	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1980	11	14	"New York Times. Nov 17, 1980"		2												2	1	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404	2	1980	11	15	"New York Times. Nov 17, 1980"	2	2	2	2					2	2					0	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1985	-9	-9	"McGowan 2007 Datafile"				2					1						0	0	0	1	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1993	3	17	"BBC. March 19, 1993"	1														0	0	0	0	0	1	0	0	0	0	0
"Guinea-Bissau"	404		1998	-9	-9	"All Africa. June 15, 1998"			1												1	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404	1	1998	6	7	"All Africa. June 15, 1998"	1	1	1												0	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404		1999	-9	-9	"New York Times. May 8, 1999"			2	2											1	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404	2	1999	5	7	"New York Times. May 8, 1999"		2	2	2											0	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404	1	2000	11	23	"New York Times. Nov 24, 2000"		1													0	0	0	0	0	0	0	0	0	0	0
"Guinea-Bissau"	404	2	2003	9	14	"New York Times. Sept 15, 2003"	2	2													0	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411		1969	3	-9	"New York Times. March 6-7, 1969"								1							1	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411		1969	3	4	"New York Times. March 6-7, 1969"											1				1	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411	1	1969	3	5	"New York Times. March 6-7, 1969"		1						1			1			1	0	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411		1979	-9	-9	"New York Times. Aug 6, 1979"				2					2	2					1	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411	2	1979	8	3	"New York Times. Aug 6, 1979"	2	2		2					2	2				2	0	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411		1981	-9	-9	"New York Times. May 8, 1981"									1						1	0	0	0	0	0	0	0	0	0	0
"Equatorial Guinea"	411		1981	4	10	"New York Times. May 8, 1981"	1	1							1					1	0	0	0	1	0	0	0	0	0	0	0
